"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2015","2015",0.42943,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2016","2016",0.38778,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2017","2017",0.32832,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2018","2018",0.30711,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2019","2019",0.28394,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2020","2020",0.29638,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2015","2015",2.14606,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2016","2016",2.15081,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2017","2017",2.17857,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2018","2018",2.1388,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2019","2019",2.18435,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2020","2020",2.32182,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2021","2021",2.30886,,
"EXPGDP_TOT","GERD as a percentage of GDP","NZL","New Zealand","2015","2015",1.22817,,
"EXPGDP_TOT","GERD as a percentage of GDP","NZL","New Zealand","2017","2017",1.34912,,
"EXPGDP_TOT","GERD as a percentage of GDP","NZL","New Zealand","2019","2019",1.40641,,
"EXPGDP_TOT","GERD as a percentage of GDP","NZL","New Zealand","2021","2021",1.45475,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2015","2015",1.9235,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2016","2016",2.03287,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2017","2017",2.08167,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2018","2018",2.03482,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2019","2019",2.136,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2020","2020",2.24436,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2021","2021",1.93798,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2015","2015",1.00423,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2016","2016",0.96821,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2017","2017",1.03785,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2018","2018",1.2061,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2019","2019",1.32335,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2020","2020",1.38608,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2021","2021",1.43585,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2015","2015",1.2433,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2016","2016",1.28075,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2017","2017",1.31928,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2018","2018",1.34955,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2019","2019",1.39562,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2020","2020",1.61392,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2021","2021",1.68072,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2015","2015",1.15727,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2016","2016",0.78857,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2017","2017",0.88456,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2018","2018",0.83555,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2019","2019",0.82241,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2020","2020",0.89781,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2021","2021",0.91539,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2015","2015",1.22179,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2016","2016",1.18986,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2017","2017",1.20977,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2018","2018",1.24151,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2019","2019",1.25025,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2020","2020",1.41039,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2021","2021",1.42929,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2015","2015",3.21903,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2016","2016",3.24736,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2017","2017",3.36279,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2018","2018",3.32106,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2019","2019",3.38758,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2020","2020",3.4896,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2021","2021",3.41743,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHE","Switzerland","2015","2015",3.07832,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHE","Switzerland","2017","2017",3.07698,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHE","Switzerland","2019","2019",3.1968,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHE","Switzerland","2021","2021",3.35918,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Türkiye","2015","2015",0.87689,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Türkiye","2016","2016",1.11979,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Türkiye","2017","2017",1.17632,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Türkiye","2018","2018",1.27174,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Türkiye","2019","2019",1.32146,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Türkiye","2020","2020",1.36757,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Türkiye","2021","2021",1.40352,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",2.27027,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",2.31145,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",2.3232,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",2.70482,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",2.66552,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",2.93144,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2021","2021",2.91476,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2015","2015",2.787,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2016","2016",2.8535,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2017","2017",2.90432,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2018","2018",3.0101,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2019","2019",3.17049,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2020","2020",3.46777,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2021","2021",3.45705,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2015","2015",0.62262,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2016","2016",0.55815,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2017","2017",0.55631,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2018","2018",0.49435,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2019","2019",0.47813,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2020","2020",0.54154,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2021","2021",0.51764,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2015","2015",0.25002,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2016","2016",0.23305,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2017","2017",0.22788,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2018","2018",0.18876,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2019","2019",0.17854,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2020","2020",0.2092,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2021","2021",0.20583,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2015","2015",0.22232,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2016","2016",0.20637,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2017","2017",0.18468,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2018","2018",0.18416,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2019","2019",0.20013,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2020","2020",0.2239,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2021","2021",0.20836,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2015","2015",0.49999,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2016","2016",0.50063,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2017","2017",0.58411,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2018","2018",0.60443,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2019","2019",0.57733,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2020","2020",0.53901,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2021","2021",0.45981,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2015","2015",0.19507,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2018","2018",0.22851,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2019","2019",0.26451,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2020","2020",0.22546,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2015","2015",1.37093,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2016","2016",1.28637,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2017","2017",1.1175,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2018","2018",1.16769,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2019","2019",1.21096,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2020","2020",1.14526,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRN","Brunei Darussalam","2018","2018",0.27763,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2015","2015",0.94917,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2016","2016",0.76976,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2017","2017",0.73995,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2018","2018",0.75379,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2019","2019",0.83236,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2020","2020",0.84924,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2021","2021",0.7726,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2017","2017",0.61361,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2019","2019",0.17278,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2020","2020",0.24824,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2021","2021",0.25006,,
"EXPGDP_TOT","GERD as a percentage of GDP","KHM","Cambodia","2015","2015",0.11823,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2015","2015",2.05701,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2016","2016",2.10033,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2017","2017",2.11603,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2018","2018",2.14058,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2019","2019",2.24463,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2020","2020",2.40666,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2021","2021",2.4326,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2015","2015",0.36542,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2016","2016",0.27051,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2017","2017",0.26109,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2018","2018",0.31233,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2019","2019",0.32201,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2020","2020",0.28961,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2015","2015",0.43665,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2016","2016",0.44335,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2017","2017",0.42587,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2018","2018",0.37144,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2020","2020",0.33002,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2021","2021",0.27531,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2015","2015",0.82816,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2016","2016",0.84995,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2017","2017",0.84727,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2018","2018",0.95125,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2019","2019",1.07963,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2020","2020",1.24261,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2021","2021",1.24485,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2015","2015",0.42854,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2016","2016",0.34223,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2017","2017",0.43066,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2018","2018",0.53691,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2019","2019",0.55308,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2020","2020",0.51838,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2015","2015",0.47529,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2016","2016",0.5197,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2017","2017",0.54259,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2018","2018",0.61405,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2019","2019",0.7095,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2020","2020",0.84387,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2021","2021",0.83059,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2015","2015",0.71858,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2016","2016",0.70848,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2017","2017",0.64486,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2018","2018",0.68839,,
